,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
485,2008,8,20,3,1401.0,1332,2056.0,2028,NW,262,N371NW,235.0,236.0,206.0,28.0,29.0,PHX,DTW,1671,7.0,22.0,0,N,0,28.0,0.0,0.0,0.0,0.0
134712,2008,3,6,4,903.0,745,1001.0,840,AA,1347,N430AA,58.0,55.0,40.0,81.0,78.0,OKC,DFW,175,9.0,9.0,0,N,0,78.0,0.0,3.0,0.0,0.0
165691,2008,6,13,5,1908.0,1805,2139.0,2018,US,759,N506AU,211.0,193.0,154.0,81.0,63.0,PHL,MSY,1088,2.0,55.0,0,N,0,10.0,0.0,18.0,0.0,53.0
32780,2008,9,12,5,1859.0,1748,2004.0,1905,OO,6333,N715SK,65.0,77.0,52.0,59.0,71.0,BUR,SFO,326,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,59.0
72025,2008,1,4,5,1931.0,1815,2230.0,2045,AA,889,N596AA,299.0,270.0,263.0,105.0,76.0,ORD,LAX,1745,19.0,17.0,0,N,0,61.0,0.0,33.0,0.0,11.0
202042,2008,12,11,4,1443.0,1435,1645.0,1635,CO,1672,N79279,182.0,180.0,150.0,10.0,8.0,IAH,PHX,1009,6.0,26.0,0,N,0,,,,,
185142,2008,8,24,7,1118.0,1100,1336.0,1321,AS,252,N647AS,138.0,141.0,114.0,15.0,18.0,PDX,LAX,834,11.0,13.0,0,N,0,15.0,0.0,0.0,0.0,0.0
148029,2008,2,12,2,1309.0,1245,1511.0,1452,AS,338,N783AS,122.0,127.0,107.0,19.0,24.0,SEA,OAK,671,4.0,11.0,0,N,0,19.0,0.0,0.0,0.0,0.0
199269,2008,3,18,2,2104.0,2005,2202.0,2108,EV,4546,N884AS,58.0,63.0,38.0,54.0,59.0,ATL,FLO,273,4.0,16.0,0,N,0,54.0,0.0,0.0,0.0,0.0
94690,2008,1,4,5,1703.0,1620,1832.0,1750,WN,372,N411WN,89.0,90.0,73.0,42.0,43.0,SAN,SMF,480,3.0,13.0,0,N,0,0.0,0.0,0.0,0.0,42.0
29114,2008,11,21,5,1244.0,1210,1822.0,1755,WN,427,N313SW,218.0,225.0,203.0,27.0,34.0,ONT,BNA,1751,6.0,9.0,0,N,0,9.0,0.0,0.0,0.0,18.0
47835,2008,2,16,6,2043.0,2030,2251.0,2245,MQ,4109,N521AE,68.0,75.0,44.0,6.0,13.0,ORD,CLE,316,5.0,19.0,0,N,0,,,,,
25525,2008,10,5,7,1541.0,1535,1719.0,1708,DL,973,N6706Q,98.0,93.0,70.0,11.0,6.0,ATL,MCO,403,11.0,17.0,0,N,0,,,,,
19844,2008,12,29,1,743.0,735,832.0,834,CO,679,N78509,49.0,59.0,36.0,-2.0,8.0,IAH,SAT,191,3.0,10.0,0,N,0,,,,,
125330,2008,1,22,2,1510.0,1435,1715.0,1643,XE,2640,N12142,125.0,128.0,107.0,32.0,35.0,EWR,GRR,605,5.0,13.0,0,N,0,1.0,0.0,0.0,0.0,31.0
62466,2008,9,28,7,1401.0,1352,1552.0,1537,NW,768,N367NW,111.0,105.0,86.0,15.0,9.0,DTW,PVD,614,7.0,18.0,0,N,0,9.0,0.0,6.0,0.0,0.0
49259,2008,3,24,1,1701.0,1650,1756.0,1755,WN,2707,N735SA,55.0,65.0,48.0,1.0,11.0,OAK,BUR,325,2.0,5.0,0,N,0,,,,,
103512,2008,8,17,7,1218.0,1155,1344.0,1335,MQ,3166,N835AE,86.0,100.0,60.0,9.0,23.0,SNA,SFO,372,5.0,21.0,0,N,0,,,,,
8687,2008,4,18,5,858.0,850,1121.0,1115,WN,2705,N390SW,83.0,85.0,68.0,6.0,8.0,MSY,TPA,487,3.0,12.0,0,N,0,,,,,
188628,2008,6,17,2,1609.0,1600,16.0,30,AA,180,N321AA,307.0,330.0,286.0,-14.0,9.0,LAX,JFK,2475,6.0,15.0,0,N,0,,,,,
23798,2008,8,1,5,2051.0,2025,2358.0,2340,WN,49,N616SW,127.0,135.0,116.0,18.0,26.0,HOU,MCO,848,5.0,6.0,0,N,0,13.0,0.0,0.0,0.0,5.0
178934,2008,8,6,3,1525.0,1440,1640.0,1605,WN,1911,N246LV,75.0,85.0,60.0,35.0,45.0,OMA,MDW,423,5.0,10.0,0,N,0,15.0,0.0,0.0,0.0,20.0
102673,2008,2,27,3,1351.0,1330,1620.0,1555,AA,1763,N617AA,209.0,205.0,176.0,25.0,21.0,MIA,ORD,1197,22.0,11.0,0,N,0,21.0,0.0,4.0,0.0,0.0
118864,2008,8,6,3,1628.0,1524,1855.0,1801,NW,490,N359NW,147.0,157.0,130.0,54.0,64.0,DTW,TPA,983,7.0,10.0,0,N,0,54.0,0.0,0.0,0.0,0.0
82492,2008,7,27,7,1731.0,1319,2123.0,1714,XE,2968,N12957,172.0,175.0,136.0,249.0,252.0,MEM,EWR,946,22.0,14.0,0,N,0,0.0,0.0,249.0,0.0,0.0
10728,2008,10,6,1,1143.0,1135,1256.0,1239,DL,1097,N904DL,73.0,64.0,54.0,17.0,8.0,SAV,ATL,215,10.0,9.0,0,N,0,0.0,0.0,9.0,0.0,8.0
86032,2008,10,2,4,1102.0,1030,1159.0,1130,WN,19,N512SW,57.0,60.0,46.0,29.0,32.0,DAL,HOU,239,4.0,7.0,0,N,0,29.0,0.0,0.0,0.0,0.0
104945,2008,5,8,4,1714.0,1705,1822.0,1805,WN,169,N325SW,68.0,60.0,50.0,17.0,9.0,PDX,GEG,279,4.0,14.0,0,N,0,0.0,0.0,8.0,0.0,9.0
80284,2008,12,30,2,1136.0,1130,1209.0,1200,HA,140,N485HA,33.0,30.0,23.0,9.0,6.0,LIH,HNL,102,5.0,5.0,0,N,0,,,,,
151942,2008,10,2,4,2125.0,2105,2151.0,2140,WN,496,N609SW,86.0,95.0,76.0,11.0,20.0,AUS,ELP,528,3.0,7.0,0,N,0,,,,,
143530,2008,8,29,5,2342.0,2310,122.0,106,FL,330,N910AT,100.0,116.0,86.0,16.0,32.0,ATL,PHL,665,6.0,8.0,0,N,0,0.0,0.0,0.0,0.0,16.0
87390,2008,4,29,2,1317.0,1234,1508.0,1425,US,206,N813AW,111.0,111.0,85.0,43.0,43.0,SMF,PHX,647,3.0,23.0,0,N,0,0.0,0.0,0.0,0.0,43.0
28214,2008,1,31,4,2126.0,1945,44.0,2341,DL,133,N3737C,378.0,416.0,351.0,63.0,101.0,JFK,LAX,2475,15.0,12.0,0,N,0,24.0,0.0,0.0,0.0,39.0
194318,2008,5,7,3,1330.0,1315,1411.0,1400,WN,24,N647SW,101.0,105.0,90.0,11.0,15.0,DAL,ELP,562,3.0,8.0,0,N,0,,,,,
105635,2008,5,12,1,1622.0,1524,1659.0,1611,NW,1679,N760NC,97.0,107.0,71.0,48.0,58.0,DTW,STL,440,14.0,12.0,0,N,0,48.0,0.0,0.0,0.0,0.0
136177,2008,1,23,3,1911.0,1855,2110.0,2045,AA,1303,N589AA,239.0,230.0,209.0,25.0,16.0,DFW,OAK,1456,6.0,24.0,0,N,0,12.0,0.0,9.0,0.0,4.0
80978,2008,4,5,6,105.0,2345,1046.0,915,AA,238,N367AA,401.0,390.0,381.0,91.0,80.0,LAX,SJU,3386,9.0,11.0,0,N,0,34.0,0.0,11.0,0.0,46.0
66827,2008,4,10,4,1446.0,1440,1612.0,1617,UA,765,N327UA,146.0,157.0,132.0,-5.0,6.0,DEN,OAK,957,3.0,11.0,0,N,0,,,,,
38865,2008,2,22,5,856.0,804,1006.0,915,DL,1036,N906DE,130.0,131.0,93.0,51.0,52.0,ATL,ORD,606,7.0,30.0,0,N,0,0.0,0.0,0.0,0.0,51.0
38603,2008,8,17,7,852.0,826,1046.0,1041,FL,517,N278AT,234.0,255.0,221.0,5.0,26.0,MKE,LAX,1756,7.0,6.0,0,N,0,,,,,
75760,2008,6,20,5,1633.0,1620,1731.0,1725,WN,1938,N613SW,58.0,65.0,48.0,6.0,13.0,PHX,ONT,325,3.0,7.0,0,N,0,,,,,
191281,2008,2,24,7,2107.0,2045,2244.0,2231,OO,5973,N707SK,157.0,166.0,137.0,13.0,22.0,DEN,MFR,964,2.0,18.0,0,N,0,,,,,
194149,2008,7,27,7,1808.0,1615,1911.0,1725,OH,5598,N675BR,63.0,70.0,50.0,106.0,113.0,CVG,DTW,229,6.0,7.0,0,N,0,0.0,106.0,0.0,0.0,0.0
77193,2008,3,22,6,2121.0,1825,2213.0,1909,US,627,N168AW,172.0,164.0,148.0,184.0,176.0,DFW,PHX,868,6.0,18.0,0,N,0,0.0,0.0,8.0,0.0,176.0
15083,2008,8,20,3,1312.0,1256,1601.0,1557,DL,1170,N3736C,109.0,121.0,86.0,4.0,16.0,SEA,SLC,689,7.0,16.0,0,N,0,,,,,
154055,2008,8,24,7,2013.0,1920,2303.0,2145,UA,448,N568UA,110.0,85.0,67.0,78.0,53.0,DEN,OMA,472,4.0,39.0,0,N,0,0.0,25.0,25.0,0.0,28.0
31609,2008,4,4,5,1328.0,1310,1725.0,1635,MQ,3507,N620AE,177.0,145.0,139.0,50.0,18.0,DFW,CHS,987,9.0,29.0,0,N,0,6.0,0.0,32.0,0.0,12.0
109268,2008,5,12,1,1155.0,1022,1405.0,1246,UA,405,N522UA,250.0,264.0,221.0,79.0,93.0,LGA,DEN,1619,7.0,22.0,0,N,0,0.0,0.0,0.0,0.0,79.0
6857,2008,6,21,6,1903.0,1847,30.0,18,US,9,N629AW,207.0,211.0,178.0,12.0,16.0,PHX,ORD,1440,9.0,20.0,0,N,0,,,,,
125688,2008,11,12,3,659.0,610,1246.0,1215,CO,223,N77865,227.0,245.0,209.0,31.0,49.0,SEA,IAH,1874,8.0,10.0,0,N,0,0.0,0.0,0.0,0.0,31.0
2598,2008,3,16,7,1520.0,1450,1629.0,1600,WN,1052,N642WN,69.0,70.0,47.0,29.0,30.0,SJC,LAX,308,6.0,16.0,0,N,0,3.0,0.0,0.0,0.0,26.0
165871,2008,5,18,7,1843.0,1800,2028.0,1953,XE,2990,N14522,105.0,113.0,87.0,35.0,43.0,HSV,IAH,595,6.0,12.0,0,N,0,0.0,0.0,0.0,0.0,35.0
122126,2008,8,22,5,1605.0,1535,1740.0,1700,OH,5543,N812CA,95.0,85.0,59.0,40.0,30.0,ACK,JFK,199,10.0,26.0,0,N,0,0.0,0.0,40.0,0.0,0.0
130691,2008,12,30,2,958.0,950,1211.0,1148,FL,789,N936AT,133.0,118.0,99.0,23.0,8.0,ATL,PHL,665,8.0,26.0,0,N,0,8.0,0.0,15.0,0.0,0.0
173597,2008,2,6,3,1257.0,1215,1443.0,1335,EV,4613,N724EV,106.0,80.0,81.0,68.0,42.0,SDF,ATL,321,8.0,17.0,0,N,0,42.0,0.0,26.0,0.0,0.0
164734,2008,7,13,7,251.0,2359,1048.0,815,B6,88,N503JB,297.0,316.0,273.0,153.0,172.0,ONT,JFK,2430,13.0,11.0,0,N,0,0.0,0.0,0.0,0.0,153.0
144765,2008,4,7,1,1154.0,1147,1255.0,1253,OO,5566,N270YV,61.0,66.0,37.0,2.0,7.0,SFO,FAT,158,6.0,18.0,0,N,0,,,,,
152517,2008,12,6,6,1808.0,1750,2124.0,2125,AA,161,N5EXAA,316.0,335.0,296.0,-1.0,18.0,LAX,OGG,2486,5.0,15.0,0,N,0,,,,,
83685,2008,1,5,6,1459.0,1255,1651.0,1448,US,1836,N433US,112.0,113.0,88.0,123.0,124.0,RSW,CLT,600,5.0,19.0,0,N,0,16.0,0.0,0.0,0.0,107.0
55193,2008,4,1,2,1514.0,1451,1643.0,1614,OO,5930,N466SW,89.0,83.0,63.0,29.0,23.0,SFO,PSP,421,7.0,19.0,0,N,0,0.0,0.0,6.0,0.0,23.0
123857,2008,8,2,6,809.0,800,900.0,856,AS,48,N762AS,51.0,56.0,41.0,4.0,9.0,ADQ,ANC,252,3.0,7.0,0,N,0,,,,,
68611,2008,3,10,1,1449.0,1435,1602.0,1540,AA,578,N227AA,73.0,65.0,56.0,22.0,14.0,DFW,SAT,247,6.0,11.0,0,N,0,6.0,0.0,8.0,0.0,8.0
21259,2008,9,3,3,1540.0,1525,1808.0,1800,AA,874,N4WAAA,148.0,155.0,125.0,8.0,15.0,IAH,ORD,925,8.0,15.0,0,N,0,,,,,
145845,2008,7,31,4,1438.0,1305,1728.0,1440,MQ,4133,N524AE,170.0,95.0,81.0,168.0,93.0,ORD,XNA,522,4.0,85.0,0,N,0,85.0,0.0,75.0,0.0,8.0
159183,2008,10,5,7,2146.0,2127,2358.0,2326,OO,6715,N745SK,132.0,119.0,113.0,32.0,19.0,DEN,MSO,679,5.0,14.0,0,N,0,0.0,0.0,13.0,0.0,19.0
93640,2008,4,20,7,1529.0,1515,1711.0,1723,NW,511,N338NB,162.0,188.0,137.0,-12.0,14.0,LGA,MSP,1020,8.0,17.0,0,N,0,,,,,
193689,2008,8,29,5,2142.0,2100,2253.0,2215,XE,1296,N13913,71.0,75.0,47.0,38.0,42.0,DCA,EWR,199,10.0,14.0,0,N,0,0.0,0.0,0.0,0.0,38.0
75253,2008,8,15,5,1854.0,1730,2021.0,1904,FL,818,N956AT,87.0,94.0,66.0,77.0,84.0,BWI,BOS,370,6.0,15.0,0,N,0,0.0,0.0,0.0,0.0,77.0
32805,2008,11,2,7,2312.0,2130,2359.0,2230,WN,1570,N315SW,47.0,60.0,34.0,89.0,102.0,ONT,LAS,197,7.0,6.0,0,N,0,0.0,0.0,0.0,0.0,89.0
8039,2008,2,10,7,1149.0,1140,1524.0,1515,AA,1299,N5EDAA,155.0,155.0,131.0,9.0,9.0,DFW,MIA,1121,6.0,18.0,0,N,0,,,,,
165150,2008,3,20,4,2109.0,1818,2317.0,2024,NW,1504,N750NW,128.0,126.0,95.0,173.0,171.0,ATL,DTW,594,11.0,22.0,0,N,0,11.0,0.0,2.0,0.0,160.0
155618,2008,3,17,1,1459.0,1450,1603.0,1600,WN,176,N436WN,64.0,70.0,55.0,3.0,9.0,BWI,PVD,328,2.0,7.0,0,N,0,,,,,
6501,2008,5,21,3,951.0,915,1109.0,1035,WN,1901,N608SW,78.0,80.0,65.0,34.0,36.0,MDW,MCI,405,5.0,8.0,0,N,0,34.0,0.0,0.0,0.0,0.0
137287,2008,2,18,1,2228.0,1921,102.0,2208,UA,392,N921UA,94.0,107.0,75.0,174.0,187.0,ORD,MDT,594,6.0,13.0,0,N,0,0.0,12.0,0.0,0.0,162.0
128601,2008,3,26,3,1507.0,1500,1626.0,1620,WN,344,N709SW,79.0,80.0,64.0,6.0,7.0,LIT,HOU,393,5.0,10.0,0,N,0,,,,,
190007,2008,9,25,4,2156.0,2115,42.0,2355,WN,580,N355SW,106.0,100.0,84.0,47.0,41.0,BNA,BWI,588,5.0,17.0,0,N,0,0.0,0.0,6.0,0.0,41.0
171147,2008,7,2,3,2028.0,1805,2209.0,2009,CO,1431,N73275,101.0,124.0,85.0,120.0,143.0,BOS,CLE,563,4.0,12.0,0,N,0,0.0,0.0,0.0,0.0,120.0
96609,2008,3,20,4,1837.0,1809,2104.0,2038,AS,670,N767AS,147.0,149.0,122.0,26.0,28.0,SEA,LAS,866,9.0,16.0,0,N,0,26.0,0.0,0.0,0.0,0.0
153201,2008,12,30,2,1135.0,1115,1301.0,1259,XE,2949,N13997,86.0,104.0,64.0,2.0,20.0,DTW,EWR,487,9.0,13.0,0,N,0,,,,,
57057,2008,3,7,5,1935.0,1845,2125.0,2016,EV,4337,N643AS,110.0,91.0,84.0,69.0,50.0,ATL,GNV,300,2.0,24.0,0,N,0,50.0,0.0,19.0,0.0,0.0
117892,2008,8,6,3,2328.0,2146,139.0,2356,US,210,N158AW,71.0,70.0,46.0,103.0,102.0,PHX,ABQ,328,6.0,19.0,0,N,0,0.0,0.0,1.0,0.0,102.0
94567,2008,3,12,3,1835.0,1825,1948.0,1940,MQ,3174,N834AE,73.0,75.0,63.0,8.0,10.0,SNA,SJC,342,3.0,7.0,0,N,0,,,,,
23543,2008,8,1,5,1402.0,1355,1525.0,1522,XE,2967,N26545,143.0,147.0,121.0,3.0,7.0,EWR,MSN,799,4.0,18.0,0,N,0,,,,,
6300,2008,12,29,1,1709.0,1700,1819.0,1819,XE,2409,N11548,130.0,139.0,113.0,0.0,9.0,CLE,MCI,694,4.0,13.0,0,N,0,,,,,
106892,2008,9,25,4,1311.0,1155,1653.0,1540,WN,1530,N687SW,162.0,165.0,150.0,73.0,76.0,SLC,STL,1156,3.0,9.0,0,N,0,73.0,0.0,0.0,0.0,0.0
202405,2008,7,5,6,2212.0,2009,2252.0,2054,AS,153,N763AS,40.0,45.0,29.0,118.0,123.0,OTZ,OME,183,3.0,8.0,0,N,0,0.0,0.0,0.0,0.0,118.0
189954,2008,9,4,4,1929.0,1920,,2033,OO,5876,N982SW,,133.0,,,9.0,AUS,DEN,775,,25.0,0,N,1,,,,,
108781,2008,6,11,3,1703.0,1655,2002.0,2035,WN,26,N436WN,119.0,160.0,107.0,-33.0,8.0,STL,PHL,813,4.0,8.0,0,N,0,,,,,
196413,2008,2,29,5,1350.0,1337,1717.0,1629,NW,999,N348NW,207.0,172.0,153.0,48.0,13.0,DTW,MIA,1145,6.0,48.0,0,N,0,0.0,0.0,48.0,0.0,0.0
58866,2008,8,12,2,1736.0,1700,1832.0,1800,WN,40,N317WN,56.0,60.0,40.0,32.0,36.0,HOU,DAL,239,2.0,14.0,0,N,0,1.0,0.0,0.0,0.0,31.0
58997,2008,1,2,3,1722.0,1605,2043.0,1926,B6,916,N258JB,141.0,141.0,113.0,77.0,77.0,ORD,JFK,740,5.0,23.0,0,N,0,8.0,0.0,0.0,0.0,69.0
140781,2008,6,13,5,1353.0,1320,1515.0,1445,WN,20,N660SW,82.0,85.0,71.0,30.0,33.0,DAL,MCI,461,3.0,8.0,0,N,0,23.0,0.0,0.0,0.0,7.0
167588,2008,4,7,1,1405.0,1358,1522.0,1521,UA,118,N918UA,77.0,83.0,55.0,1.0,7.0,LAX,SFO,337,2.0,20.0,0,N,0,,,,,
18722,2008,4,17,4,1734.0,1720,,2000,AA,1300,N520AA,,100.0,,,14.0,ABQ,DFW,569,,17.0,0,N,1,,,,,
164468,2008,1,13,7,1539.0,1500,1830.0,1800,WN,196,N742SW,231.0,240.0,219.0,30.0,39.0,BWI,SAT,1407,2.0,10.0,0,N,0,14.0,0.0,0.0,0.0,16.0
97749,2008,5,10,6,1043.0,1025,1307.0,1305,WN,3026,N348SW,144.0,160.0,125.0,2.0,18.0,PHL,PBI,951,4.0,15.0,0,N,0,,,,,
90825,2008,1,1,2,1332.0,1115,1507.0,1257,9E,5873,88869E,95.0,102.0,73.0,130.0,137.0,TYS,DTW,443,12.0,10.0,0,N,0,0.0,0.0,0.0,0.0,130.0
41333,2008,7,2,3,1946.0,1830,2211.0,2045,MQ,4217,N842AE,85.0,75.0,59.0,86.0,76.0,ORD,CMH,296,7.0,19.0,0,N,0,0.0,0.0,17.0,0.0,69.0
29641,2008,1,10,4,1802.0,1755,,1905,OO,2704,N495CA,,130.0,,,7.0,RDU,GRB,772,,8.0,0,N,1,,,,,
76349,2008,9,8,1,731.0,725,842.0,840,MQ,3433,N661JA,71.0,75.0,57.0,2.0,6.0,DFW,CRP,354,4.0,10.0,0,N,0,,,,,
110673,2008,1,23,3,1020.0,1005,1600.0,1624,US,634,N815AW,220.0,259.0,199.0,-24.0,15.0,PHX,RDU,1891,2.0,19.0,0,N,0,,,,,
77598,2008,1,24,4,1834.0,1825,2108.0,2038,US,1895,N526AU,154.0,133.0,107.0,30.0,9.0,EWR,CLT,529,5.0,42.0,0,N,0,9.0,0.0,21.0,0.0,0.0
83008,2008,1,7,1,827.0,700,1134.0,1008,UA,670,N338UA,127.0,128.0,93.0,86.0,87.0,ORD,LGA,733,3.0,31.0,0,N,0,86.0,0.0,0.0,0.0,0.0
177577,2008,1,26,6,1625.0,1619,1757.0,1801,FL,176,N927AT,92.0,102.0,72.0,-4.0,6.0,ATL,DCA,547,7.0,13.0,0,N,0,,,,,
167578,2008,1,4,5,656.0,650,802.0,748,NW,936,N9331,126.0,118.0,100.0,14.0,6.0,JAX,MEM,576,5.0,21.0,0,N,0,,,,,
51204,2008,9,5,5,1949.0,1919,2101.0,2038,DL,1502,N936DL,72.0,79.0,47.0,23.0,30.0,ATL,SDF,321,4.0,21.0,0,N,0,0.0,0.0,0.0,0.0,23.0
40673,2008,7,3,4,1301.0,1225,1319.0,1300,9E,5755,89329E,78.0,95.0,58.0,19.0,36.0,IND,MEM,381,7.0,13.0,0,N,0,19.0,0.0,0.0,0.0,0.0
185671,2008,11,17,1,1527.0,1500,1739.0,1720,MQ,4423,N655MQ,132.0,140.0,115.0,19.0,27.0,ORD,DAL,798,6.0,11.0,0,N,0,19.0,0.0,0.0,0.0,0.0
137128,2008,2,19,2,1426.0,1420,1542.0,1540,WN,2354,N206WN,136.0,140.0,114.0,2.0,6.0,FLL,BNA,793,5.0,17.0,0,N,0,,,,,
156425,2008,8,21,4,2120.0,2105,2216.0,2200,OO,3745,N915EV,116.0,115.0,99.0,16.0,15.0,SLC,ACV,635,5.0,12.0,0,N,0,0.0,15.0,1.0,0.0,0.0
161091,2008,5,20,2,2353.0,2200,140.0,2356,US,959,N754UW,107.0,116.0,87.0,104.0,113.0,CLT,FLL,631,3.0,17.0,0,N,0,0.0,0.0,0.0,0.0,104.0
87614,2008,4,5,6,2116.0,1520,9.0,1830,B6,1234,N554JB,173.0,190.0,160.0,339.0,356.0,RSW,BOS,1249,2.0,11.0,0,N,0,6.0,0.0,0.0,0.0,333.0
195472,2008,6,23,1,1043.0,1020,1252.0,1228,XE,2503,N14977,129.0,128.0,111.0,24.0,23.0,CLE,JAX,753,5.0,13.0,0,N,0,23.0,0.0,1.0,0.0,0.0
5498,2008,1,7,1,1320.0,1255,2021.0,2006,DL,1194,N709TW,241.0,251.0,209.0,15.0,25.0,LAX,CVG,1900,10.0,22.0,0,N,0,10.0,0.0,0.0,0.0,5.0
76358,2008,11,24,1,1730.0,1658,1921.0,1810,OH,6503,N587SW,111.0,72.0,45.0,71.0,32.0,PVD,JFK,144,29.0,37.0,0,N,0,0.0,0.0,71.0,0.0,0.0
79925,2008,8,26,2,1847.0,1830,2012.0,1955,WN,1013,N355SW,85.0,85.0,65.0,17.0,17.0,SAN,OAK,446,7.0,13.0,0,N,0,5.0,0.0,0.0,0.0,12.0
155676,2008,12,18,4,1223.0,1200,1508.0,1448,UA,211,N534UA,165.0,168.0,139.0,20.0,23.0,ORD,IAH,925,7.0,19.0,0,N,0,7.0,0.0,0.0,0.0,13.0
102211,2008,3,19,3,911.0,850,943.0,928,UA,721,N810UA,92.0,98.0,76.0,15.0,21.0,OMA,DEN,472,4.0,12.0,0,N,0,15.0,0.0,0.0,0.0,0.0
152957,2008,4,4,5,1917.0,1910,2042.0,2039,XE,315,N12166,145.0,149.0,132.0,3.0,7.0,ABQ,SMF,866,4.0,9.0,0,N,0,,,,,
48714,2008,1,11,5,1345.0,1255,1614.0,1530,CO,704,N23661,149.0,155.0,107.0,44.0,50.0,JAX,EWR,821,10.0,32.0,0,N,0,0.0,0.0,16.0,0.0,28.0
173730,2008,1,2,3,1013.0,925,1204.0,1121,EV,4626,N631AS,51.0,56.0,41.0,43.0,48.0,MGM,ATL,147,3.0,7.0,0,N,0,43.0,0.0,0.0,0.0,0.0
128930,2008,11,16,7,1619.0,1550,1848.0,1858,CO,76,N34137,149.0,188.0,117.0,-10.0,29.0,MCO,EWR,938,12.0,20.0,0,N,0,,,,,
39661,2008,1,23,3,1725.0,1555,1912.0,1735,MQ,3712,N803AE,167.0,160.0,149.0,97.0,90.0,CVG,DFW,812,4.0,14.0,0,N,0,90.0,0.0,7.0,0.0,0.0
146217,2008,6,6,5,1804.0,1535,2042.0,1820,CO,246,N14230,158.0,165.0,132.0,142.0,149.0,IAH,ORD,925,5.0,21.0,0,N,0,0.0,0.0,142.0,0.0,0.0
50776,2008,4,16,3,2115.0,1935,2228.0,2101,OH,5183,N371CA,73.0,86.0,51.0,87.0,100.0,RDU,ATL,356,10.0,12.0,0,N,0,0.0,87.0,0.0,0.0,0.0
34363,2008,11,18,2,1502.0,1445,1824.0,1809,UA,961,N455UA,142.0,144.0,119.0,15.0,17.0,DEN,ORD,888,7.0,16.0,0,N,0,7.0,0.0,0.0,0.0,8.0
109967,2008,3,4,2,1625.0,1550,1921.0,1856,CO,1137,N17619,236.0,246.0,203.0,25.0,35.0,EWR,DFW,1372,7.0,26.0,0,N,0,12.0,0.0,0.0,0.0,13.0
130610,2008,5,3,6,1259.0,1225,1401.0,1325,XE,2674,N14945,62.0,60.0,44.0,36.0,34.0,EWR,MHT,209,6.0,12.0,0,N,0,5.0,0.0,2.0,0.0,29.0
116761,2008,2,20,3,1153.0,1146,1417.0,1426,FL,337,N318AT,144.0,160.0,125.0,-9.0,7.0,MCO,LGA,950,4.0,15.0,0,N,0,,,,,
18384,2008,7,18,5,1337.0,1235,1535.0,1358,XE,7764,N10575,118.0,83.0,65.0,97.0,62.0,SFO,LAX,337,5.0,48.0,0,N,0,0.0,0.0,35.0,0.0,62.0
191753,2008,6,5,4,750.0,630,1005.0,852,9E,5815,85879E,75.0,82.0,51.0,73.0,80.0,ATW,DTW,297,7.0,17.0,0,N,0,0.0,73.0,0.0,0.0,0.0
41321,2008,4,17,4,1647.0,1540,1809.0,1655,WN,1574,N227WN,82.0,75.0,56.0,74.0,67.0,BUR,SMF,358,4.0,22.0,0,N,0,57.0,0.0,7.0,0.0,10.0
7166,2008,12,4,4,1433.0,1410,1536.0,1451,OO,5876,N772SK,63.0,41.0,20.0,45.0,23.0,COS,DEN,72,10.0,33.0,0,N,0,0.0,10.0,22.0,0.0,13.0
58411,2008,7,16,3,1503.0,1455,1635.0,1650,CO,1545,N33209,152.0,175.0,139.0,-15.0,8.0,CLE,IAH,1091,5.0,8.0,0,N,0,,,,,
125793,2008,2,22,5,1237.0,1226,1505.0,1455,CO,259,N38727,208.0,209.0,191.0,10.0,11.0,DCA,IAH,1208,8.0,9.0,0,N,0,,,,,
73257,2008,5,5,1,1214.0,1205,1549.0,1535,US,932,N722US,155.0,150.0,113.0,14.0,9.0,DFW,CLT,936,5.0,37.0,0,N,0,,,,,
175063,2008,10,4,6,1339.0,1330,1524.0,1513,DL,943,N709TW,285.0,283.0,255.0,11.0,9.0,ATL,LAX,1946,7.0,23.0,0,N,0,,,,,
79452,2008,6,20,5,2046.0,1920,2244.0,2115,WN,1640,N617SW,118.0,115.0,94.0,89.0,86.0,MDW,JAN,666,4.0,20.0,0,N,0,5.0,0.0,3.0,0.0,81.0
170489,2008,7,7,1,1319.0,1155,1842.0,1730,AA,1414,N5FJAA,203.0,215.0,188.0,72.0,84.0,SEA,STL,1710,3.0,12.0,0,N,0,2.0,0.0,0.0,0.0,70.0
68600,2008,11,16,7,1822.0,1745,1923.0,1855,YV,2851,N991HA,61.0,70.0,42.0,28.0,37.0,PHX,YUM,160,5.0,14.0,0,N,0,28.0,0.0,0.0,0.0,0.0
160252,2008,4,17,4,1243.0,1230,1350.0,1340,WN,3571,N609SW,67.0,70.0,55.0,10.0,13.0,MSY,HOU,303,5.0,7.0,0,N,0,,,,,
85613,2008,7,8,2,1800.0,1745,1848.0,1835,MQ,4246,N685AE,48.0,50.0,24.0,13.0,15.0,ORD,MSN,109,1.0,23.0,0,N,0,,,,,
